,name,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,city_Acton,city_Addison,city_Alameda,city_Albuquerque,city_Aliso Viejo,city_Allentown,city_Alpharetta,city_Altamonte Springs,city_Andover,city_Annapolis,city_Arcadia,city_Arlington,city_Atlanta,city_Austin,city_Avon,city_Bala Cynwyd,city_Bedford,city_Bellevue,city_Belmont,city_Berkeley,city_Berwyn,city_Bethesda,city_Bethlehem,city_Beverly Hills,city_Billerica,city_Bingham Farms,city_Bloomfield,city_Boston,city_Bothell,city_Boulder,city_Boxborough,city_Brisbane,city_Brooklyn,city_Broomfield,city_Burlingame,city_Burlington,city_Calabasas,city_Cambridge,city_Campbell,city_Canton,city_Carlsbad,city_Carpinteria,city_Centennial,city_Champaign,city_Chantilly,city_Charlottesville,city_Chelmsford,city_Chevy Chase,city_Chicago,city_Cincinnati,city_Cleveland,city_College Park,city_Columbia,city_Columbus,city_Conshohocken,city_Cupertino,city_Dallas,city_Dedham,city_Denver,city_Dulles,city_Duluth,city_Durham,city_El Segundo,"city_El Segundo,",city_Emeryville,city_Englewood,city_Evanston,city_Farmington,city_Foster City,city_Framingham,city_Frederick,city_Freedom,city_Fremont,city_Glendale,city_Golden Valley,city_Greenwood Village,city_Hampton,city_Hartford,city_Henderson,city_Herndon,city_Hillsborough,city_Hollywood,city_Houston,city_Idaho Falls,city_Indianapolis,city_Irvine,city_Itasca,city_Jersey City,city_Kansas City,city_Kearneysville,city_Kenmore,city_Kirkland,city_La Jolla,city_Laguna Niguel,city_Lake Oswego,city_Lancaster,city_Larkspur,city_Las Vegas,city_Lawrenceville,city_Lexington,city_Lindon,city_Lisle,city_Little Rock,city_Littleton,city_Long Island City,city_Longmont,city_Los Altos,city_Los Angeles,city_Los Gatos,city_Louisville,city_Loveland,city_Lowell,city_Manchester,city_Marlborough,city_Maynard,city_McLean,city_Memphis,city_Menlo Park,city_Middleton,city_Milpitas,city_Minneapolis,city_Minnetonka,city_Moffett Field,city_Monterey Park,city_Morgan Hill,city_Mountain View,city_NW Atlanta,city_NY,city_NYC,city_Napa,city_Naperville,city_Nashua,city_Nashville,city_Needham,city_New Hope,city_New York,city_New York City,city_Newport Beach,city_Newton,city_North Billerica,city_North Hollywood,city_North Reading,city_Oakland,city_Palo Alto,city_Paramus,city_Pasadena,city_Petaluma,city_Philadelphia,city_Pittsboro,city_Pittsburgh,city_Plano,city_Playa Vista,city_Pleasanton,city_Plymouth,city_Portland,city_Potomac Falls,city_Princeton,city_Providence,city_Provo,city_Puyallup,city_Raleigh,city_Red Bank,city_Redmond,city_Redwood City,city_Reston,city_Richardson,city_Rye Brook,city_SPOKANE,city_Saint Louis,city_Saint Paul,city_Salt Lake City,city_San Bruno,city_San Carlos,city_San Diego,city_San Francisco,city_San Franciso,city_San Jose,city_San Mateo,city_San Rafael,city_Santa Ana,city_Santa Barbara,city_Santa Clara,city_Santa Monica,city_Scotts Valley,city_Seattle,city_Solana Beach,city_Somerset,city_Somerville,city_South San Francisco,city_Sterling,city_Sunnnyvale,city_Sunnyvale,city_Tampa,city_Tempe,city_Tewksbury,city_The Woodlands,city_Thousand Oaks,city_Timonium,city_Toledo,city_Torrance,city_Tualatin,city_Vancouver,city_Viena,city_Vienna,city_Waco,city_Waltham,city_Warrenville,city_Washington,city_West Chester,city_West Hollywood,city_West Newfield,city_Westford,city_Weston,city_Westport,city_Williamstown,city_Wilmington,city_Woburn,city_Woodbury,city_Yardley,city_Yorba Linda,city_Zeeland,zip_code_01752-4603,zip_code_01862-2000,zip_code_02111-1720,zip_code_10001,zip_code_100011,zip_code_10003,zip_code_10004,zip_code_10005,zip_code_10007,zip_code_10010,zip_code_10011,zip_code_10012,zip_code_10013,zip_code_10014,zip_code_10016,zip_code_10017,zip_code_10018,zip_code_10019,zip_code_10036,zip_code_10038,zip_code_10119,zip_code_10154,zip_code_10173,zip_code_10573,zip_code_11101,zip_code_11201,zip_code_11211,zip_code_11217,zip_code_11222,zip_code_11797,zip_code_1267,zip_code_14217,zip_code_1460,zip_code_15213,zip_code_15218,zip_code_15219,zip_code_1702,zip_code_1719,zip_code_1720,zip_code_1730,zip_code_1752,zip_code_1754,zip_code_17603,zip_code_1801,zip_code_18015,zip_code_1803,zip_code_1810,zip_code_18106,zip_code_1821,zip_code_1824,zip_code_1851,zip_code_1864,zip_code_1876,zip_code_1886,zip_code_1887,zip_code_18938,zip_code_19004,zip_code_19067,zip_code_19103,zip_code_19104,zip_code_19312,zip_code_19380,zip_code_19428,zip_code_20005,zip_code_20007,zip_code_20009,zip_code_20165,zip_code_20166,zip_code_20170,zip_code_20191,zip_code_2026,zip_code_20742,zip_code_20814,zip_code_20815,zip_code_2109,zip_code_21093,zip_code_2110,zip_code_2111,zip_code_2114,zip_code_2116,zip_code_2118,zip_code_2129,zip_code_2138,zip_code_2139,zip_code_2140,zip_code_21401,zip_code_2142,zip_code_2143,zip_code_21703,zip_code_22031,zip_code_2210,zip_code_22102,zip_code_22182,zip_code_22201,zip_code_22902,zip_code_2421,zip_code_2451,zip_code_2452,zip_code_2453,zip_code_2466,zip_code_2494,zip_code_25430,zip_code_27312,zip_code_27518,zip_code_27606,zip_code_27607,zip_code_27701,zip_code_27713,zip_code_2903,zip_code_2906,zip_code_30009,zip_code_30043,zip_code_30097,zip_code_30303,zip_code_30305,zip_code_30308,zip_code_30309,zip_code_30350,zip_code_3062,zip_code_3101,zip_code_32714,zip_code_33327,zip_code_33609,zip_code_33618,zip_code_33626,zip_code_33635,zip_code_37201,zip_code_37212,zip_code_38103-4717,zip_code_40204,zip_code_40507,zip_code_4095,zip_code_43207,zip_code_43607,zip_code_44131,zip_code_45202,zip_code_46204,zip_code_46250,zip_code_48025,zip_code_48187,zip_code_49464,zip_code_53562,zip_code_55113,zip_code_55311,zip_code_55343,zip_code_55416,zip_code_55441,zip_code_6002,zip_code_60143,zip_code_60188,zip_code_60201,zip_code_6032,zip_code_60401,zip_code_60555,zip_code_60563,zip_code_60601,zip_code_60606,zip_code_60607,zip_code_60610,zip_code_60631,zip_code_60647,zip_code_60654,zip_code_60657,zip_code_6103,zip_code_61820,zip_code_63043,zip_code_64106,zip_code_6880,zip_code_72201,zip_code_7302,zip_code_75001,zip_code_75023,zip_code_75081,zip_code_75082,zip_code_75244,zip_code_7652,zip_code_76710,zip_code_7701,zip_code_77027,zip_code_77046,zip_code_77380,zip_code_78701,zip_code_78702,zip_code_78703,zip_code_78729,zip_code_78730,zip_code_78731,zip_code_78735,zip_code_78746,zip_code_78759,zip_code_80021,zip_code_80027,zip_code_80111,zip_code_80112,zip_code_80155,zip_code_80202,zip_code_80205,zip_code_80302,zip_code_80501,zip_code_80538,zip_code_81620,zip_code_83402,zip_code_84042,zip_code_84087,zip_code_84124,zip_code_85281,zip_code_85284,zip_code_8540,zip_code_87102,zip_code_8827,zip_code_8844,zip_code_8873,zip_code_89052,zip_code_89101,zip_code_90015,zip_code_90017,zip_code_90024,zip_code_90025,zip_code_90028,zip_code_90032,zip_code_90034,zip_code_90036,zip_code_90038,zip_code_90039,zip_code_90046,zip_code_90049,zip_code_90064,zip_code_90069,zip_code_90094,zip_code_90211,zip_code_90245,zip_code_90275,zip_code_90291,zip_code_90301,zip_code_90401,zip_code_90404,zip_code_90405,zip_code_90501,zip_code_91006,zip_code_91101,zip_code_91105,zip_code_91203,zip_code_91302,zip_code_91360,zip_code_91601,zip_code_91754,zip_code_92008,zip_code_92009,zip_code_92010,zip_code_92037,zip_code_92101,zip_code_92121,zip_code_92128,zip_code_92130,zip_code_92130-2042,zip_code_92606,zip_code_92612,zip_code_92618,zip_code_92656,zip_code_92660,zip_code_92677,zip_code_92705,zip_code_92887,zip_code_93013,zip_code_93101,zip_code_93105,zip_code_94002,zip_code_94005,zip_code_94010,zip_code_94010-4031,zip_code_94017,zip_code_94022,zip_code_94024,zip_code_94025,zip_code_94035,zip_code_94040,zip_code_94040-1309,zip_code_94040-2573,zip_code_94041,zip_code_94043,zip_code_94043-1107,zip_code_94063,zip_code_94063-2026,zip_code_94065,zip_code_94066,zip_code_94070,zip_code_94080,zip_code_94085,zip_code_94086,zip_code_94087,zip_code_94089,zip_code_941017,zip_code_94102,zip_code_94103,zip_code_94104,zip_code_94105,zip_code_94107,zip_code_94107-4132,zip_code_94108,zip_code_94109,zip_code_94110,zip_code_94111,zip_code_94114,zip_code_94115,zip_code_94133,zip_code_94301,zip_code_94301-1705,zip_code_94303,zip_code_94304,zip_code_94306,zip_code_94401,zip_code_94402,zip_code_94403,zip_code_94403-1855,zip_code_94404,zip_code_94410,zip_code_94501,zip_code_94538,zip_code_94555-3619,zip_code_94558,zip_code_94566,zip_code_94588,zip_code_94607,zip_code_94608,zip_code_94609,zip_code_94704,zip_code_94710,zip_code_94901,zip_code_94903,zip_code_94939,zip_code_94954,zip_code_95008,zip_code_95008-2069,zip_code_95014,zip_code_95019-2901,zip_code_95030,zip_code_95032,zip_code_95032-5405,zip_code_95035,zip_code_95035-5444,zip_code_95035-6261,zip_code_95037,zip_code_95051,zip_code_95054,zip_code_95054-2913,zip_code_95066,zip_code_95110,zip_code_95112,zip_code_95128,zip_code_95131,zip_code_95134,zip_code_95138,zip_code_97035,zip_code_97062,zip_code_97201,zip_code_97204,zip_code_97209,zip_code_97214,zip_code_97224,zip_code_98004,zip_code_98005,zip_code_98006,zip_code_98007,zip_code_98011,zip_code_98021,zip_code_98033,zip_code_98033-6314,zip_code_98052,zip_code_98101,zip_code_98102,zip_code_98103,zip_code_98104,zip_code_98109,zip_code_98119,zip_code_98121,zip_code_98122,zip_code_98371,zip_code_98665,zip_code_99202,zip_code_CA 90245,zip_code_CA 94105,zip_code_Maryland 21045,amt_days_bw_found_first_fund,founding_month
0,Bandsintown,2.2493,3.0027,4.6685,6.7041,3,3,375000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,821,1
1,TriCipher,5.126,9.9973,7.0055,7.0055,9,4,40100000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4.75,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1871,1
2,Plixi,1.0329,1.0329,1.4575,2.2055,5,1,2600000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,377,3
3,Solidcore Systems,3.1315,5.3151,6.0027,6.0027,5,3,40000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3333,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1143,1
4,Inhale Digital,0.0,1.6685,0.0384,0.0384,2,2,1300000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,8
5,Matisse Networks,4.5452,4.5452,5.0027,5.0027,3,1,7500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1659,1
